No,話者,発話,ペルソナ,score
3040,B,それは素敵ですね。趣味は特にないんですよね。人と話したりするのは好きなんだけど。,"私はブライダル関係の会社に勤務しています。
私はえくぼがトレードマークです。
私はハムスターを飼っていました。
私は人と話すのが好きです。
私は雨の日が好きです。
私は神戸に住んでいます。
私は結婚していません。
","{'私はブライダル関係の会社に勤務しています。': [0, 0, 0], '私はえくぼがトレードマークです。': [0, 0, 0], '私はハムスターを飼っていました。': [0, 0, 0], '私は人と話すのが好きです。': [2, 2, 2], '私は雨の日が好きです。': [0, 0, 0], '私は神戸に住んでいます。': [0, 0, 0], '私は結婚していません。': [0, 0, 0]}"
3040,A,それなら、まずは会ってお話をされるのがいいかもしれませんね。今はマッチングアプリとか相席居酒屋とか色々ありますし。,"私は田舎に住んでいます。
私の血液型はO型です。
私のことを大らかと言う人が多いです。
私の趣味はガーデニングです。
私は狭い場所が苦手です。
私は大阪に住んでいます。
私は結婚しています。
私はパートナーとは趣味を通じて会いました。
私はマッチングアプリを使ったことがあります。
","{'私は田舎に住んでいます。': [0, 0, 0], '私の血液型はO型です。': [0, 0, 0], '私のことを大らかと言う人が多いです。': [0, 0, 0], '私の趣味はガーデニングです。': [0, 0, 0], '私は狭い場所が苦手です。': [0, 0, 0], '私は大阪に住んでいます。': [0, 0, 0], '私は結婚しています。': [0, 0, 0], '私はパートナーとは趣味を通じて会いました。': [0, 0, 0], '私はマッチングアプリを使ったことがあります。': [1, 1, 0]}"
3040,B,確かに。今までそういうのは使った事ないんだけど、試しに使ってみようかな？,"私はブライダル関係の会社に勤務しています。
私はえくぼがトレードマークです。
私はハムスターを飼っていました。
私は人と話すのが好きです。
私は雨の日が好きです。
私は神戸に住んでいます。
私は結婚していません。
","{'私はブライダル関係の会社に勤務しています。': [0, 0, 0], '私はえくぼがトレードマークです。': [0, 0, 0], '私はハムスターを飼っていました。': [0, 0, 0], '私は人と話すのが好きです。': [0, 0, 0], '私は雨の日が好きです。': [0, 0, 0], '私は神戸に住んでいます。': [0, 0, 0], '私は結婚していません。': [0, 0, 0]}"
3040,A,いいと思いますよ。私も一度使っとことがありますが、思ったより気軽に使えて良かったです。いい話ができたらまた聞かせてください,"私は田舎に住んでいます。
私の血液型はO型です。
私のことを大らかと言う人が多いです。
私の趣味はガーデニングです。
私は狭い場所が苦手です。
私は大阪に住んでいます。
私は結婚しています。
私はパートナーとは趣味を通じて会いました。
私はマッチングアプリを使ったことがあります。
","{'私は田舎に住んでいます。': [0, 0, 0], '私の血液型はO型です。': [0, 0, 0], '私のことを大らかと言う人が多いです。': [0, 0, 0], '私の趣味はガーデニングです。': [0, 0, 0], '私は狭い場所が苦手です。': [0, 0, 0], '私は大阪に住んでいます。': [0, 0, 0], '私は結婚しています。': [0, 0, 0], '私はパートナーとは趣味を通じて会いました。': [0, 0, 0], '私は秋が好きです。': [0, 0, 0]}"
3040,B,そうなんだ、それじゃ私もやってみよう！うん、なんかあったら報告します。,"私はブライダル関係の会社に勤務しています。
私はえくぼがトレードマークです。
私はハムスターを飼っていました。
私は人と話すのが好きです。
私は雨の日が好きです。
私は神戸に住んでいます。
私は結婚していません。
","{'私はブライダル関係の会社に勤務しています。': [0, 0, 0], '私はえくぼがトレードマークです。': [0, 0, 0], '私はハムスターを飼っていました。': [0, 0, 0], '私は人と話すのが好きです。': [0, 0, 0], '私は雨の日が好きです。': [0, 0, 0], '私は神戸に住んでいます。': [0, 0, 0], '私は潜水艦や飛行機のプラモデルをよく作ります。': [0, 0, 0]}"
3041,A,こんにちは。私名古屋飯が大好きなんだ。あなた、名古屋に来た事ある？,"私は愛知で育ちました。
私は名古屋めしを愛してやみません。
私の趣味はプラモデルです。
私は人の目を見て話すことが苦手です。
私は初対面の人が苦手です。
私はプログラマーです。
私は潜水艦や飛行機のプラモデルをよく作ります。
","{'私は愛知で育ちました。': [0, 1, 1], '私は名古屋めしを愛してやみません。': [2, 2, 2], '私の趣味はプラモデルです。': [0, 0, 0], '私は人の目を見て話すことが苦手です。': [0, 0, 0], '私は初対面の人が苦手です。': [0, 0, 0], '私はプログラマーです。': [0, 0, 0], '私は潜水艦や飛行機のプラモデルをよく作ります。': [0, 0, 0]}"
3041,B,医療関係で働いているんですが、仕事の関係で行ったことがあります。名古屋に住まれているんですか,"私は医療関係で働いています。
私は歯並びが悪いです。
私は虫歯があります。
私は歯医者が怖いです。
私が尊敬する人は、ナイチンゲールです。
私の趣味はスイーツづくりです。
","{'私は医療関係で働いています。': [2, 1, 2], '私は歯並びが悪いです。': [0, 0, 0], '私は虫歯があります。': [0, 0, 0], '私は歯医者が怖いです。': [0, 0, 0], '私が尊敬する人は、ナイチンゲールです。': [0, 0, 0], '私の趣味はスイーツづくりです。': [0, 0, 0]}"
3041,A,そうなんです。愛知生まれの愛知育ちですよ。名古屋飯、食べました？味噌田楽とか手羽先、味噌カツ。赤味噌が美味しいんですよね。,"私は愛知で育ちました。
私は名古屋めしを愛してやみません。
私の趣味はプラモデルです。
私は人の目を見て話すことが苦手です。
私は初対面の人が苦手です。
私はプログラマーです。
私は潜水艦や飛行機のプラモデルをよく作ります。
","{'私は愛知で育ちました。': [2, 2, 2], '私は名古屋めしを愛してやみません。': [2, 2, 1], '私の趣味はプラモデルです。': [0, 0, 0], '私は人の目を見て話すことが苦手です。': [0, 0, 0], '私は初対面の人が苦手です。': [0, 0, 0], '私はプログラマーです。': [0, 0, 0], '私は潜水艦や飛行機のプラモデルをよく作ります。': [0, 0, 0]}"
3041,B,味噌カツが美味しくて印象的でしたね。あなたはお仕事はなにをされているんですか,"私は医療関係で働いています。
私は歯並びが悪いです。
私は虫歯があります。
私は歯医者が怖いです。
私が尊敬する人は、ナイチンゲールです。
私の趣味はスイーツづくりです。
","{'私は医療関係で働いています。': [0, 2, 0], '私は歯並びが悪いです。': [0, 0, 0], '私は虫歯があります。': [0, 0, 0], '私は歯医者が怖いです。': [0, 0, 0], '私が尊敬する人は、ナイチンゲールです。': [0, 0, 0], '私の趣味はスイーツづくりです。': [0, 0, 0]}"
3041,A,私はプログラマーです。人と話すのが苦手なので、あまり人と接さなくてもいい仕事が良いと思って。,"私は愛知で育ちました。
私は名古屋めしを愛してやみません。
私の趣味はプラモデルです。
私は人の目を見て話すことが苦手です。
私は初対面の人が苦手です。
私はプログラマーです。
私は潜水艦や飛行機のプラモデルをよく作ります。
","{'私は愛知で育ちました。': [0, 0, 0], '私は名古屋めしを愛してやみません。': [0, 0, 0], '私の趣味はプラモデルです。': [0, 0, 0], '私は人の目を見て話すことが苦手です。': [1, 2, 2], '私は初対面の人が苦手です。': [1, 1, 1], '私はプログラマーです。': [2, 2, 2], '私は潜水艦や飛行機のプラモデルをよく作ります。': [0, 0, 0]}"
